id,name,ratingCount,ratingValue,bestRating,worstRating,installNumber,size,price,appType,developer,category,version
1153,عکس خانوادگی من (قاب عکس),0,0,0,0,100,7216828,0,,Haleh Noor,personalization,30.1.1
1154,xperia blur,0,0,0,0,100,6262959,10000,,Mohammad ali sadeghian,personalization,2.0.0
1155,sky,0,0,0,0,100,34463909,20000,,Mohammad ali sadeghian,personalization,2.1.1
1156,هدیه عید قربان,0,0,0,0,100,5971389,0,,elmiraapps,personalization,1
1157,والیبالیست (تصویری),1,5,5,1,100,2733568,0,,elmiraapps,sports,1
1158,بارون پاییزی,1,5,5,1,100,6705608,0,,elmiraapps,personalization,1
1159,باربی خوشگله,2,1,5,1,2000,5325887,0,,elmiraapps,puzzle,1
1160,گریم حرفه ای صورت,1,1,5,1,500,3412640,0,,elmiraapps,education,1
1161,TEDxTehran,0,0,0,0,200,1922839,0,,Eventbox,news-magazines,1.1.1
1162,Digiro,15,4.3,5,1,2000,2192417,0,,digiro,news-magazines,1.5
1163,KhoshKhabar,129,4.5,5,1,1000,4467627,0,Offers IAP purchases,chaharpaye,news-magazines,3.8
1164,Shohada Salehin,9,4.7,5,1,200,11949025,0,,miladnaderi,news-magazines,1.2
1165,"Ponila, World of Interests",486,4.6,5,1,2000,7771718,0,,ponila,news-magazines,1.4.4
1166,IRIB News,20,4.3,5,1,5000,3185250,0,,hosein yousefifar,news-magazines,1.0.2
1167,MIMT,3,3.7,5,1,500,4634365,0,,resaneh,news-magazines,1.5903
1168,Yazd News,7,4.4,5,1,500,6056781,0,,xedteam,news-magazines,1.5.2
1169,Flipboard,7918,4.3,5,1,4000000,8633564,0,,Flipboard,news-magazines,3.4.15
1170,akharinkhabar,21248,4.6,5,1,1000000,5208641,0,,khcai,news-magazines,2.6.4
1171,Bartarinha,14226,4.6,5,1,200000,3481712,0,,bartarinha,news-magazines,3.7
1172,HotNews,21097,4.6,5,1,100000,3093770,0,,bartarinha,news-magazines,3.8
1173,Khabargardi,39714,4.6,5,1,100000,2557008,0,Offers IAP purchases,Khabargardi,news-magazines,3.3.2
1174,News Republic,258,4.7,5,1,100000,16370444,0,,News Republic,news-magazines,6.9.2
1175,NYTimes,183,4.1,5,1,100000,11673050,0,,The New York Times Company,news-magazines,6.08.1
1176,7 Sobh Newspaper,627,4.5,5,1,20000,5370204,0,,Karina Mobile Solutions,news-magazines,3.9.2
1177,PressReader,230,4,5,1,50000,17516910,0,,PressReader,news-magazines,5.0.16.1214
1178,GSM,2152,4.6,5,1,20000,10545143,0,,GSM,news-magazines,1.3
1179,Dakke News Reader,422,4.4,5,1,20000,6223057,0,,Dakke,news-magazines,1.7
1180,tag (Newslife),7590,4.5,5,1,20000,5100220,0,,ُُُSmart Land Solutions,news-magazines,3.0.3
1181,خامنه ای دات آی آر,1622,4.8,5,1,10000,25160441,0,,www.khamenei.ir,news-magazines,1.2.5.9
1182,گلـچین,416,4.8,5,1,10000,1346330,0,,Boys marked,news-magazines,1.1
1183,Beroozresani,507,4.3,5,1,20000,3531162,0,,Beroozresani,news-magazines,1.0.9
1184,Assistant Imam,0,0,0,0,100,10724178,0,,yousofvand,news-magazines,1
1185,Toomaar Magazines,0,0,0,0,100,6160873,20000,,baghernia,news-magazines,1.0.2
1186,hachirud,0,0,0,0,100,10138889,0,,keivan faghih,news-magazines,1
1187,Mehregan News,0,0,0,0,100,10525576,0,,NewsFeeder,news-magazines,2s.v1
1188,kanemoonnews,2,5,5,1,100,4541018,0,,shahin_abmk,news-magazines,1
1189,طلوع آنلاین,11,5,5,1,100,3291195,0,,SAEED AFROOGH,news-magazines,1.4.705-5
1190,Cinema Iran,0,0,0,0,100,5296332,0,,Pooyan Majd,news-magazines,1
1191,Ekbatan Online,39,5,5,1,100,3682969,0,,ekbatan online,news-magazines,1.0.0
1192,Electronic Magazine Clash Royale,8,4,5,1,100,10637638,0,,tehtech,news-magazines,1
1193,فان روز,1,5,5,1,100,3315756,0,,python,news-magazines,1.4.705-3
1194,Pishro Khabar,5,4,5,1,100,3346553,0,,emavara,news-magazines,1.4.705-1
1195,NiazeJahan.Net,1,5,5,1,100,3334202,0,,niazejahan,news-magazines,1.4.705-7
1196,حوزه علمیه خراسان(غیر رسمی),3,4.3,5,1,100,10742281,0,,javanenghelabi,news-magazines,1.1
1197,Urban Center,1,5,5,1,100,3225868,0,,Urban Center official group,news-magazines,1.3-2
1198,Eram,3,2.3,5,1,500,5865137,0,,FCEO,news-magazines,1.0.5
1199,Tourisj,5,5,5,1,100,928175,0,,Tourisj,news-magazines,1.0.0.0
1200,Webgardi,5,4.2,5,1,100,3721122,0,,Mohsen Dehghani,news-magazines,1
1201,nicesource,4,4.2,5,1,100,10346631,0,,javad mohammadi,news-magazines,1
1202,Berouztarin akhbar,11,3.9,5,1,500,2667828,0,,berouztarin,news-magazines,V1.0.4
1203,The Grandtour Magazine,7,4.9,5,1,100,4466336,0,Offers IAP purchases,ehsan_zareie-1,news-magazines,1.91
1204,اخبار اقتصادی و نرخ آنی ارز و طلا,6,5,5,1,500,3091765,0,,bonyanteam,news-magazines,1.1
1205,کانون خبر,6,5,5,1,100,1596020,0,,meisam shirazi,news-magazines,1
1206,بزرگان مرز و بوم,0,0,0,0,100,3757266,0,,elmiraapps,news-magazines,1
1207,قطعه سازی در گریم,0,0,0,0,100,1832429,0,,elmiraapps,education,1
1208,آموزش ویدیویی بافت شال گردن,1,1,5,1,500,2390772,0,,elmiraapps,business,5
1209,گلدان مصنوعی,0,0,0,0,100,2903569,0,,elmiraapps,education,1
1210,Bubbles,11,3.1,5,1,1000,32924670,0,,Mojtaba Hajivandian,education,1.0.0
1211,حدس سیاستمدار,64,3.8,5,1,200,9360530,0,Offers IAP purchases,delvapa30,trivia,1
1212,what_place,4756,4.4,5,1,5000,4869647,0,Offers IAP purchases,shegerdha,trivia,2.0.2
1213,حدس پرچم,102,4.4,5,1,2000,6422684,0,Offers IAP purchases,babaei229,puzzle,1.0.0.1
1214,Parchamestan,504,4.3,5,1,2000,13650406,0,Offers IAP purchases,shahram goharchin,puzzle,1.4.1
1215,what_fruit,24098,4.5,5,1,20000,4366029,0,Offers IAP purchases,shegerdha,trivia,2.3
1216,Guess Film,37881,4.6,5,1,10000,9470748,0,Offers IAP purchases,Xalopex,trivia,1.4
1217,100 Percent,13301,4.6,5,1,10000,37273218,0,Offers IAP purchases,arvandstudio,trivia,1.8
1218,serialyad,35676,4.5,5,1,10000,6201376,0,Offers IAP purchases,shegerdha,trivia,6.2
1219,Quranology,1041,4.7,5,1,5000,18200882,0,Offers IAP purchases,najm7,trivia,1.1
1220,ِDoon Doon,2160,4.4,5,1,10000,3995048,0,Offers IAP purchases,four team,trivia,1.0.5
1221,هشت جوابی,550,4.4,5,1,10000,7493418,0,Offers IAP purchases,jonesdev,trivia,beta-4
1222,You Know,17376,4.5,5,1,5000,11457440,0,Offers IAP purchases,peyman,trivia,1.4
1223,مغز متفکر,2264,4.1,5,1,2000,9807022,0,Offers IAP purchases,milad,trivia,1.4.194
1224,Pipe Maze,62,3.8,5,1,2000,30020723,0,,hkfranhk,trivia,1.1
1225,هوش برتر (رقابت انلاین ),76,4.5,5,1,500,8101019,0,Offers IAP purchases,lolo khan programer gruop,trivia,1.5.0
1226,Rabia,31,4.5,5,1,100,3769964,0,Offers IAP purchases,Ehsan fathian,trivia,1.0.0.2
1227,معماهای کودکانه,0,0,0,0,100,4939663,0,,Najmeh,trivia,1
1228,what_english,20,4.4,5,1,2000,7182051,0,Offers IAP purchases,shegerdha,trivia,1.2
1229,چیستان خوشگلا,4,3.8,5,1,1000,3424077,0,,parnian hasanzade,trivia,1
1230,tiles wars,2,5,5,1,200,534811,0,Offers IAP purchases,salvador,trivia,2.1
1231,بگو آره یا نه؟,32,2.1,5,1,2000,1371689,0,,Elahe Banoo,trivia,1
1232,Intelligence Football 2,8,2.5,5,1,500,4959841,0,Offers IAP purchases,reza-najafi2016,trivia,1.0.1
1233,what_actor,94,4.3,5,1,10000,5699961,0,Offers IAP purchases,shegerdha,trivia,1.5.1
1234,Gamaj,14,4.5,5,1,500,6922366,0,Offers IAP purchases,shekamsalam,trivia,1.2
1235,معماهای جالب انگیز,5,3.4,5,1,1000,5290089,0,,farzanehdev,trivia,1
1236,gavab bedeh,102,3.8,5,1,1000,7299779,0,,sivan,trivia,2
1237,fourplus,1009,4.3,5,1,20000,13365867,0,Offers IAP purchases,RSynergy,trivia,1.1.0
1238,Naughty Monster Story,17,4.3,5,1,2000,77295030,0,,SGN,puzzle,1.4.5
1239,Flappy Golf 2,1,5,5,1,200,84240695,0,,Noodlecake Studios Inc,action,2.0.0
1240,Bachehaie kucheh,141,3.6,5,1,5000,44288270,0,Offers IAP purchases,Zoobin Game Studio,board,1.01
1241,The King of Food,1252,3.9,5,1,10000,40115695,0,Offers IAP purchases,shekamsalam,casual,1.8
1242,کي پولدار تره؟,7104,4.4,5,1,20000,20797330,0,Offers IAP purchases,behcomstudio,casual,1.1.6.4
1243,Star Farm the wonderland,781,4.3,5,1,20000,26900563,0,Offers IAP purchases,nitrotech,simulation,1.1.6
1244,Santoori Game,6245,4.2,5,1,50000,43232557,0,Offers IAP purchases,glimgames,action,1.24
1245,My Talking Angela,9868,4.7,5,1,1000000,92776072,0,Offers IAP purchases,Flexion Mobile Limited,casual,2.8.1.47
1246,Pou,59169,4.5,5,1,1000000,21498345,0,Offers IAP purchases,Zakeh,casual,1.4.70
1247,Candy Crush Saga,26007,4.4,5,1,1000000,82255043,0,,King,casual,1.90.0.6
1248,Farm Heroes Saga,5780,4.7,5,1,200000,47627790,0,,King,casual,2.9.10
1249,My Talking Tom,11471,4.3,5,1,500000,76139436,0,Offers IAP purchases,Flexion Mobile Limited,casual,3.9.2.139
1250,Bubble Shoot,2237,4.5,5,1,200000,5252985,0,,RUNNERGAMES,casual,1.3
1251,Candy Crush Soda,7253,4.5,5,1,200000,86163496,0,,King,casual,1.80.6
1252,My Emma,9466,4.5,5,1,200000,85018834,0,,CrazyLabs,casual,2.5.1
1253,Baby Dino,3250,4.6,5,1,100000,25695706,0,,Frojo Apps,casual,1.3
1254,Hay Day,43902,4.4,5,1,200000,92703276,0,,Supercell,casual,1.32.74
1255,Pottery,9292,4.4,5,1,200000,36262236,0,,Infinite Dreams,casual,1.61
1256,The Guest,113701,4.3,5,1,200000,23598887,0,Offers IAP purchases,emcgames,casual,1.13
1257,Where is My Water,3195,4.4,5,1,100000,50110756,0,Offers IAP purchases,vsun2015,casual,1.16.0
1258,Wrestle Jump,2085,4.4,5,1,100000,12432041,0,,Otto-Ville Ojala,casual,1.01
1259,Doctor Kids,1181,4.3,5,1,100000,20869018,0,,Bubadu,casual,1.25
1260,Moy 4,2169,4.7,5,1,50000,26867094,0,,Frojo Apps,casual,1.91
1261,فکر و رنگ,0,0,0,0,100,758570,0,,Matin Patin,casual,1
1262,Candy memory,0,0,0,0,100,6909580,20000,,stringapp,casual,1.0.1
1263,صف ماشین,0,0,0,0,100,3658633,0,,alidroid,casual,1
1264,Delicious,5,1.2,5,1,100,34631213,0,,GameHouse,casual,15
1265,crow gelagh,0,0,0,0,100,5882570,10000,,z-back33,casual,1
1266,بازی زیگزاگی هوشمند,0,0,0,0,100,1722177,0,,Sara Barati,casual,1
1267,Taprunner,0,0,0,0,100,21154677,20000,,hadi janati,casual,1
1268,VAKONESH,0,0,0,0,100,2350569,0,,SAEED J,casual,1
1269,پلنگ صورتی قهرمان,0,0,0,0,100,7368327,0,,Fariba Banoo,casual,1
1270,تامی و کیتی کوچولو,0,0,0,0,100,1695086,0,,Maedeh,casual,3
1271,سه کله پوک,0,0,0,0,100,1051738,10000,,ayat etanavar,casual,3.2.0
1272,مرد ماجراجو,0,0,0,0,100,979948,10000,,ayat etanavar,casual,3.2.0
1273,مجموعه بازیهای میکرو,0,0,0,0,100,22373955,10000,,ayat etanavar,casual,3.2.1
1274,persian ninja,0,0,0,0,100,14682550,10000,,nima balanehmanesh,casual,1.0.0
1275,PicBall,0,0,0,0,100,16443995,10000,,barane hasti,casual,1
1276,tic-tac-toe,14,4.7,5,1,200,279761,0,,Pkap,casual,1
1277,Forever,24,4.2,5,1,5000,65521798,0,,Seriously Digital Entertainment Ltd.,casual,2.3.1
1278,Nonstop,351,4.3,5,1,5000,64349583,0,,flaregames,role-playing,1.7.3
1279,FFEXVIUS,35,3.8,5,1,1000,90255772,0,,"SQUARE ENIX Co.,Ltd.",role-playing,1.3.0
1280,Skilltree Saga,2,1,5,1,100,137398957,90000,,medrick-fze-r,role-playing,3.82
1281,Rostam BoM,259,4,5,1,5000,29439761,0,Offers IAP purchases,defective123,adventure,1.4
1282,Joe Dever's Lone Wolf Complete,2,5,5,1,100,14103368,350000,,Bulkypix,role-playing,1
1283,Tap Titans,87,4,5,1,1000,78918679,0,,Game Hive Corporation,role-playing,4.1.1
1284,Spellstone,179,4.2,5,1,2000,62311862,0,,Kongregate,role-playing,2.3.6
1285,D Dungeons,215,4.1,5,1,10000,50369908,0,,Monstro,role-playing,1.8.9
1286,Devils & Demons,135,4.3,5,1,1000,150824633,0,Offers IAP purchases,Handy Games,role-playing,1.1.2
1287,Hunter,70,4.1,5,1,500,45454108,0,,NHN Entertainment Corp.,role-playing,2.3.2.00
1288,Earthcore,12,1.9,5,1,200,37202078,0,,tequila-games,casual,1.8.3
1289,League of Angels - Fire Raiders,312,4,5,1,500,98960532,0,,GTarcade,role-playing,3.9.4.10
1290,Star Girl,12382,4.6,5,1,100000,56900013,0,,Animoca,role-playing,4.0.1
1291,Baby Hazel Doctor Play,788,4,5,1,50000,15633052,0,,Axis Entertainment,role-playing,11
1292,Pocket Heroes,999,4.7,5,1,20000,27762136,0,,Elite Games,role-playing,2.0.5
1293,Devils & Demons Premium,76,4,5,1,5000,150421938,40000,Offers IAP purchases,Handy Games,role-playing,1.1.2
1294,Microbes War,3775,4.6,5,1,10000,19118386,0,Offers IAP purchases,simiyaworld,role-playing,1.1.2
1295,Block Story,534,4.3,5,1,5000,53502468,0,,Mindblocks,role-playing,11.2.1
1296,Krafteers,536,4.3,5,1,2000,14296616,0,,"MadSkill Game Studios, LLC.",role-playing,1.11
1297,Arcane Legends,2856,4.1,5,1,5000,92698709,0,,Spacetime Games,role-playing,1.5.8
1298,Reaper,381,4.5,5,1,2000,37194965,0,,hexage,role-playing,1.4.13
1299,Darkness Reborn,1821,4.2,5,1,2000,63425442,0,,GAMEVIL,role-playing,1.4.5
1300,Epic,2133,3.6,5,1,10000,40757173,0,,Rovio Entertainment Ltd.,role-playing,1.5.7
1301,Heroes Charge,996,4.5,5,1,2000,33218199,0,,uCool,role-playing,2.1.48
1302,Precision and skill,2649,4.2,5,1,2000,49256393,0,Offers IAP purchases,abproduct,role-playing,1.8
1303,بازی دیو و دلبر,0,0,0,0,100,4399983,0,,Shadow Games,role-playing,2
1304,Anti-terror,0,0,0,0,100,10714639,30000,,mohammadps,role-playing,1.0.0.0
1305,Looney Tunes - Sheep Raider,0,0,0,0,100,271288426,0,,ali samsam heidari,role-playing,1
1306,گارفیلد شیطون,1,4,5,1,200,8090544,0,,mehrdad alimi,role-playing,4
1307,هالک قهرمان,0,0,0,0,100,7240781,0,,shahkardroid,role-playing,1
1308,مزرعه دار (Harvest Moon),4,2.5,5,1,100,108047502,0,Offers IAP purchases,shkak0912,role-playing,1.2
1309,تنها در خانه,2,1,5,1,100,1587608,0,,jamalidroid,role-playing,61
1310,spider man 2,2,2,5,1,1000,56032483,0,,ali samsam heidari,role-playing,1
1311,spider man 1,0,0,0,0,500,53923207,0,,ali samsam heidari,role-playing,1
1312,Harry Potter and the Philosopher,18,3.7,5,1,200,483075692,0,Offers IAP purchases,shkak0912,role-playing,3.9
1313,بازی علاالدین و غول چراغ,2,4,5,1,200,5510418,0,,danial nobakht,role-playing,1
1314,Hercules,2,3,5,1,200,35877189,0,,ali samsam heidari,role-playing,1
1315,Desert Strike,3,3.3,5,1,200,2973333,0,,ali samsam heidari,role-playing,1
1316,Shinobi,1,5,5,1,100,3027620,0,,ali samsam heidari,role-playing,1
1317,قایم موشک با ماریو,5,4.2,5,1,500,2074561,0,,elhamdroid,role-playing,1
1318,Legendary,22,3.8,5,1,1000,63095865,0,,n3twork-inc,role-playing,1.7.6
1319,Hidden Objects: Thief's Mystery,0,0,0,0,100,55242631,30000,,Inlogic Software,puzzle,1.0.2
1320,Reflection,2067,4.6,5,1,20000,3352857,0,Offers IAP purchases,ranar,puzzle,1
1321,4 Direction,19,4.8,5,1,200,19284053,0,Offers IAP purchases,Lime Games,casual,1.3
1322,Roofbot,13,4.8,5,1,1000,48733455,0,,double-coconut,puzzle,2.0.0
1323,Freeze! 2,2,5,5,1,100,52961032,40000,,Thumbstar Games Ltd,puzzle,1
1324,8 Queen Puzzle,13,4.9,5,1,1000,3118260,0,Offers IAP purchases,mohre,puzzle,2.1.1
1325,Ferfereh (Online),2881,4.3,5,1,5000,32680299,0,Offers IAP purchases,cafevas,arcade,1.1
1326,Aftabe,35218,4.6,5,1,200000,4777321,0,Offers IAP purchases,RSynergy,puzzle,1.4.3
1327,2048,1110,4.6,5,1,100000,1575825,0,,Gabriele Cirulli,puzzle,1.0.2
1328,Candy Crush Jelly,1173,4.4,5,1,100000,71856332,0,,King,puzzle,1.32.4
1329,Bad Piggies,5704,4.5,5,1,100000,67221856,0,,Rovio Entertainment Ltd.,puzzle,2.2.0
1330,Flow Free,1090,4.6,5,1,50000,10773064,0,,Big Duck Games LLC,puzzle,3.5
1331,Cut the Rope: Time Travel,145,4.7,5,1,10000,42604016,40000,,ZeptoLab UK Limited,puzzle,1.4.4
1332,Sudoku Fun,1826,4.7,5,1,50000,7177250,0,,smoote-mobile,puzzle,1.5
1333,Best Fiends,1250,4.7,5,1,50000,60240744,0,Offers IAP purchases,Flexion Mobile Limited,puzzle,1.9.0
1334,Fruits Legend,928,4.3,5,1,100000,7961852,0,,appgo,puzzle,5.0.107
1335,Noghte Khat,2187,4.4,5,1,100000,619625,0,,Masoud Androidi,puzzle,1.2
1336,∞ Loop,1768,4.6,5,1,50000,6586945,0,,infinity-games,puzzle,5.14
1337,Crazytarium,897,4.5,5,1,10000,29585378,40000,,Afzar Studio,puzzle,0.1
1338,Cut the Rope 2,277,4.6,5,1,5000,41350826,40000,,ZeptoLab UK Limited,puzzle,1.3.3
1339,2048,439,4.7,5,1,50000,2523874,0,,digiplexin,puzzle,2.7.2
1340,Construction City,1802,4.3,5,1,100000,8262035,0,,HeavyFall Studio,puzzle,2.0.1
1341,MasterMind,0,1,5,1,100,5850959,0,,OmidNegar,puzzle,1.1
1342,پازل آنجلا ی زیبا,0,0,0,0,100,9606244,0,,Roya arefi,puzzle,1
1343,پاتریک رو به باب برسون,0,0,0,0,100,1554546,0,,shirinmobi,puzzle,1
1344,شیر شاه کوچولو,0,0,0,0,100,4966874,0,,mona mousavi,puzzle,1
1345,السا مهربون,0,0,0,0,100,6305545,0,,sosha,puzzle,1
1346,مین یاب,0,0,0,0,100,2761078,0,,jamalidroid,puzzle,2
1347,بازی دوز (xo),0,0,0,0,100,3174183,0,,shaghayegh mobasher,puzzle,1
1348,game differing portrayals,0,0,0,0,100,21266950,10000,,alihasani,puzzle,1
1349,Puzzle Cat,1,5,5,1,100,1365847,0,,hashem_broushaki,puzzle,2
1350,باب اسفنجی (جورچین),0,0,0,0,100,1068958,0,,sepidehdev,puzzle,1
1351,دختر عروسکی,2,5,5,1,200,5941441,0,,roya hasanzade,puzzle,1
1352,Symmetria,0,4,5,1,100,26783014,0,,platonic-games,puzzle,1.0.2
1353,Rento Monopoly,9,5,5,1,500,46347805,0,Offers IAP purchases,baziline,board,3.4.7
1354,My Talking Elly,19,3.9,5,1,10000,40001895,0,Offers IAP purchases,medrick-fze-r,casual,2.5
1355,My Talking Lady Dog,234,4.4,5,1,20000,78710520,0,Offers IAP purchases,medrick-fze-r,casual,3.3
1356,Paper Wings,20,4.5,5,1,2000,16693050,0,,fil-games,arcade,0.1.3
1357,Infantimals,928,3.8,5,1,20000,17501279,0,Offers IAP purchases,LootShake,arcade,1.0.6
1358,Township,19150,4.6,5,1,100000,108399579,0,Offers IAP purchases,Playrix,family,3.8.4
1359,Name & Family,449,4.1,5,1,20000,2884310,10000,,Process,family,2.1
1360,Enchanted Forest,413,4.1,5,1,10000,10755838,30000,,Xalopex,family,1.2
1361,Prom Makeover Salon,2147,4.3,5,1,50000,33976596,0,,limetoy,family,1.0.1
1362,Green Farm 3,1303,4.3,5,1,20000,21161937,0,Offers IAP purchases,Gameloft,family,4.0.2
1363,Clouds & Sheep,3765,3.8,5,1,50000,32537666,0,Offers IAP purchases,sabagames,family,1.9.10
1364,Paria Jungle,189,3.8,5,1,2000,36957994,20000,,Spiral Design Center,family,1
1365,Zir e Gonbad e Kabood,646,4.3,5,1,10000,14257267,0,,zir-e-gonbad-e-kabood,family,1
1366,"""Mahalle BaSafa"" The Game",706,4.2,5,1,5000,73779727,0,Offers IAP purchases,"Mehad ,  Isalamic Games & Entertainments",family,1.0.5
1367,Ranginkamoon,307,4.1,5,1,2000,25825556,0,Offers IAP purchases,parhoonco,family,2.0.5
1368,name family wifi,25,4.4,5,1,200,2923139,20000,,GADA,family,1
1369,ساندویچ سلام,0,4.3,5,1,100,25268958,0,Offers IAP purchases,shekamsalam,family,1.03
1370,Chelle Neshini,0,0,0,0,100,7506429,0,,behzadvi,family,1.0.3
1371,آنجلا و کلاه زمستونی,0,0,0,0,100,2396961,0,,Shadow Games,family,1
1372,Yalda Tournament,2,5,5,1,100,9921531,0,Offers IAP purchases,tirnam,family,1.2.0
1373,اسم فامیل آنلاین,27,3.9,5,1,200,7915658,0,Offers IAP purchases,kandooj,family,1.29
1374,istgahi,15,4.5,5,1,100,8707617,0,Offers IAP purchases,difone-app,sports,5
1375,شارژ خوان همراه,0,0,0,0,100,19291225,20000,,difone-app,tools,2.3
1376,shansRoBash,2,3,5,1,100,7525211,0,Offers IAP purchases,difone-app,family,1.0.0
1377,Bede Baghali,14,4.1,5,1,500,15587768,0,,tractrix,family,1
1378,سیندرلا و قصر طلایی,4,4,5,1,500,2311340,0,,Mis Narges,family,1
1379,My Colourings,0,0,0,0,100,32353696,20000,,3dduo,family,1
1380,ترانه های شاد کودکانه,0,0,0,0,500,6165106,0,,reyhaneh,family,1
1381,هاپو کوچولو,0,0,0,0,100,2059728,0,,Haleh Noor,family,1
1382,Interactive La Fontaine's Fables,0,0,0,0,100,92556379,50000,,3dduo,family,1
1383,Chal Peshgeli,3,5,5,1,100,29236251,0,Offers IAP purchases,softrun,family,1.0.1
1384,نقاشی سوفیا,0,0,0,0,500,3586283,0,,danial nobakht,family,1
1385,مرد عنکبوتی مبارز,0,0,0,0,200,6604674,0,,Mrs Shima,family,2
1386,Talking Tom Gold Run,1739,4.6,5,1,200000,54077354,0,Offers IAP purchases,Flexion Mobile Limited,family,1.3.5.575
1387,Piano Tiles 2,10214,4.7,5,1,500000,29000211,0,,cheetah-games,arcade,3.0.0.230
1388,Motori,229491,4.7,5,1,200000,55590600,0,Offers IAP purchases,glimgames,arcade,1.71.0
1389,Smash Hit,9984,4.7,5,1,200000,83190686,0,,Mediocre,arcade,1.4.0
1390,Angry Birds,5780,4.5,5,1,200000,48385049,0,,Rovio Entertainment Ltd.,arcade,2.6.2
1391,Cooking Fever,8134,4.7,5,1,200000,78387543,0,,Nordcurrent,arcade,2.2.3
1392,Sonic Dash,4445,4.5,5,1,200000,46541818,0,,SEGA of America,arcade,1.14.0.Go
1393,Zombie Tsunami,3318,4.7,5,1,200000,64876542,0,,Mobigame S.A.R.L.,arcade,3.4.0
1394,Vector,17719,4.5,5,1,200000,93456515,0,,NEKKI,arcade,1.2.0
1395,PASSAGE,3490,4.1,5,1,50000,35176630,10000,,Armina,arcade,1.0.0
1396,Rail Rush,3109,4.5,5,1,200000,46706419,0,,Miniclip.com,arcade,1.9.10
1397,PASSAGE2,2174,4.2,5,1,20000,40602989,10000,,Armina,arcade,1.0.1
1398,Wild Hunter,2890,4.6,5,1,100000,20926476,0,,Italy Games,arcade,1.0.6
1399,Rooster Wars,120762,4.5,5,1,100000,87541726,0,Offers IAP purchases,Yara Games,arcade,2.0.53
1400,مارپیچ,0,0,0,0,100,3137619,0,,Maedeh,arcade,1
1401,ماشا وروجک,0,2,5,1,100,2579227,0,,Sponge Bob,arcade,1
1402,آنجلا و ماشا,0,0,0,0,100,1751229,0,,sanazdroid,arcade,1
1403,دوستان کارتونی,0,4,5,1,100,1197181,0,,Fariba Banoo,arcade,1
1404,بره ناقلا کو,0,0,0,0,100,2241610,0,,Sponge Bob,arcade,1
1405,بزن به هدف,0,0,0,0,100,1426319,0,,mona mousavi,arcade,2
1406,لاک پشت پرنده,0,0,0,0,100,3408764,0,,sanazdroid,arcade,1
1407,پرنسس ها,0,0,0,0,100,1574991,0,,mona mousavi,arcade,1
1408,مک کویین و دوستانش,0,0,0,0,100,6600411,0,,negarmobi,arcade,1
1409,Hobatra,0,0,0,0,100,34590565,0,,decapitary,arcade,1.2
1410,مینیون قایم موشکی,0,0,0,0,100,2220708,0,,sabadroid,arcade,1
1411,مگامن,0,0,0,0,100,1518765,0,,Sponge Bob,arcade,1
1412,Aghaye Record,0,0,0,0,100,15942243,0,,threem-77ashkezar,arcade,0.0.1
1413,جوجه رنگی,0,0,0,0,100,1269359,0,,zibadev,arcade,1
1414,خرگوش هویج خور,0,0,0,0,100,5297713,0,,Fariba Banoo,arcade,2
1415,Tricorn,15,4.6,5,1,100,19114873,0,Offers IAP purchases,app_ol0lo-94,arcade,1.0.4
1416,KharWar,7,4.4,5,1,100,22836650,0,Offers IAP purchases,app_ol0lo-94,arcade,1.0.5
1417,ShootRun,14,4.2,5,1,1000,38836506,0,Offers IAP purchases,app_ol0lo-94,arcade,1.0.1
1418,Soccer Shootout,59,3.9,5,1,10000,52857916,0,,Gamegou Limited,sports-game,0.8.0
1419,super goal,76,4.2,5,1,2000,24788117,0,Offers IAP purchases,XROBOX,sports-game,1
1420,Baseball Mania Derby Slugfest,1,1,5,1,100,18111413,30000,,medrick-fze-r,sports-game,1
1421,Stickman Basketball 2017,591,4.5,5,1,50000,60655597,0,,Djinnworks GmbH,sports-game,1.1.2
1422,Basketball Street Hero,0,0,0,0,100,15672965,40000,,medrick-fze-r,sports-game,1
1423,Real Boxing,653,4,5,1,50000,312248835,0,Offers IAP purchases,medrick-fze-r,sports-game,1.1.3
1424,Hoops Puzzler,10,3.9,5,1,500,26594549,0,,GOLDLOG,puzzle,1
1425,Modern Volleyball 2016,32181,4.4,5,1,200000,45493582,0,Offers IAP purchases,Diaco Games,sports-game,2.1
1426,Sport Games,145,4.4,5,1,10000,24729354,0,,Ketchapp,sports-game,2.01
1427,Rio 2016 Olympic Games,1214,4.1,5,1,20000,85287640,0,,neowiz-games-corporation,sports-game,1.0.42
1428,Sports Hero,806,4.3,5,1,20000,28589100,0,,cherrypick-games,sports-game,1.0.3
1429,Wrassling,52,4.5,5,1,1000,10402550,0,,kappsule,sports-game,1.3.5
1430,Dunkers,46,4,5,1,5000,10805427,0,,kappsule,sports-game,1.2.6
1431,Score! Hero,7668,4.6,5,1,500000,102867020,0,,First Touch,sports-game,1.41
1432,Soccer Stars,35845,4.6,5,1,500000,39372261,0,,Miniclip.com,sports-game,3.4.2
1433,Archery Master 3D,7276,4.6,5,1,500000,18651863,0,,TerranDroid,sports-game,2.2
1434,8 Ball Pool,16311,4.7,5,1,200000,42378974,0,,Miniclip.com,sports-game,3.8.6
1435,Score!,12298,4.6,5,1,200000,52189677,0,,First Touch,sports-game,2.75
1436,Tennis 3D,6509,4.6,5,1,200000,14640683,0,,Mouse Games,sports-game,1.7.1
